time,10m_u_component_of_wind,10m_v_component_of_wind,2m_temperature,divergence,geopotential,mean_sea_level_pressure,relative_humidity,specific_humidity,temperature,total_cloud_cover,total_column_water_vapour,u_component_of_wind,v_component_of_wind,vertical_velocity,wind_speed,total_precipitation
12-03-1972,-2.3244798,2.3241627,289.53052,1.6054616e-06,80437.92,102041.58,0.34683198,0.0023560415,247.6206,0.4564947,27.577848,21.517454,6.7274833,-0.03256266,23.692806,0.25662786
12-04-1972,-1.1208525,2.7316246,291.48102,3.519422e-07,80373.414,101715.69,0.42982328,0.0030967598,248.04416,0.831995,33.675713,22.99687,5.802215,-0.12002545,24.785261,3.5959148
12-05-1972,-2.144833,2.9255996,291.91895,-7.394543e-07,80399.4,101459.305,0.460584,0.0031908653,248.4051,0.99534696,33.351795,17.742058,8.308058,-0.07783458,21.102997,18.140642
12-06-1972,1.1210902,1.312609,291.9182,7.8831124e-07,80538.445,101479.3,0.44244355,0.0034510966,248.61073,0.9682089,38.575104,20.68969,4.76337,-0.10048171,23.120739,14.582445
12-07-1972,-2.6325908,-4.7727594,284.24323,1.0008812e-06,80913.38,102420.89,0.42592567,0.0022182786,247.27206,0.8512731,26.562891,20.504824,-1.3673775,0.03517523,22.963585,0.21806312
12-08-1972,-3.409641,2.8480792,290.9955,-9.3127596e-07,81065.97,102042.91,0.45075896,0.003090368,248.5497,0.98046327,33.97104,17.115421,4.1662784,-0.013471797,21.018772,0.7604976
12-09-1972,-0.8031682,4.5110297,294.5694,9.0069557e-07,81152.12,101912.43,0.40103772,0.003338008,248.9461,0.80983555,35.013943,16.42606,7.819882,-0.029856715,19.647953,2.4481637
12-10-1972,-0.63963777,3.9875848,294.4793,2.3273871e-07,81115.695,101898.34,0.35361716,0.0030644028,248.99123,0.85596645,31.481869,17.337358,9.637521,-0.038433578,20.686764,1.0667362
12-11-1972,-1.9559283,-1.8337681,289.26535,9.884315e-07,81099.07,102139.52,0.33671296,0.0026369072,248.18376,0.86238277,28.946861,14.982011,10.159336,-0.039087176,19.725227,2.0265214
12-12-1972,-3.3175137,2.7486901,292.46475,2.8717463e-06,81068.38,101939.5,0.3005541,0.0026248535,248.74048,0.66736394,26.74505,11.582753,15.727462,-0.071638435,21.564018,1.7688228
12-13-1972,0.052455276,-0.8964215,291.1006,1.8459376e-06,80936.47,102000.875,0.34824467,0.0028640786,248.4472,0.8299415,31.705074,13.26031,13.609101,-0.040138226,19.858341,1.090526
12-14-1972,-1.9293153,-3.158401,288.26477,2.8840664e-06,80744.414,101942.82,0.4036265,0.0028837605,248.06047,0.9692317,33.449177,14.317988,12.727244,-0.018773671,20.544035,0.29454204
12-15-1972,1.2884295,-3.5220695,288.0671,2.1323228e-06,80363.24,101564.766,0.36889756,0.002783226,247.81012,0.7439073,31.853111,19.992256,11.740017,0.057498675,25.283657,1.7358053
12-16-1972,0.07815783,-8.405741,279.40842,4.2437793e-07,80191.36,103252.9,0.23077151,0.00043531874,243.95442,0.66976714,4.608672,23.336622,5.8832326,0.105701156,32.08101,1.3338223e-05
12-17-1972,-2.1518607,-5.0844483,277.9181,-1.6873041e-06,80293.92,103934.49,0.13862793,0.0002713764,243.18341,0.30341256,3.236307,19.478651,3.0302083,0.04350217,25.58684,0.0
12-18-1972,-3.2465715,-0.9277204,281.2912,4.64654e-07,80213.86,103483.0,0.23243329,0.00068072753,243.94539,0.50437045,7.228763,16.325016,8.179732,-0.00838339,20.700447,0.0045760055
12-19-1972,-2.296143,2.4866867,288.2687,8.9361623e-07,80278.055,102611.28,0.29581258,0.0016836607,245.82599,0.32897276,18.422855,14.339993,2.7750843,0.044798777,17.141512,0.08468157
12-20-1972,0.46391577,3.9187202,290.92578,1.7302209e-06,80057.336,101628.7,0.42140907,0.002581029,247.2873,0.861279,28.084354,19.53962,5.9175696,-0.048686862,21.645426,0.71095175
12-21-1972,0.19649929,-0.15623379,289.4334,4.6168366e-06,79406.42,100404.7,0.49653116,0.003063444,248.4902,0.9902592,33.032795,15.514009,12.797744,-0.11642885,22.616598,43.70783
12-22-1972,1.7422321,-5.3838563,284.3616,4.442615e-06,79101.695,100650.11,0.3637835,0.0019519973,247.80563,0.75005996,21.610308,5.567708,1.6742406,-0.038650848,14.983534,2.8117247
12-23-1972,1.0157397,-1.3980654,281.23804,-1.3767102e-06,80147.234,101457.76,0.14466153,0.0007709944,248.18097,0.043188155,7.491315,12.942764,-4.8944316,0.05959704,16.612516,3.7070877e-05
12-24-1972,1.2340622,1.2912586,285.6723,2.1666824e-07,80320.79,101742.87,0.18877521,0.0013074542,248.0852,0.17237772,13.0862465,21.98276,6.295534,0.012080371,23.470835,0.1593788
12-25-1972,0.50675166,-3.2285824,282.583,-1.0400128e-06,80323.29,102175.39,0.18979982,0.0009006803,246.7283,0.010418421,8.791306,17.319588,-8.981899,0.14431162,21.212019,0.00042976812
12-26-1972,2.0894961,-2.0696037,283.27948,-6.001907e-07,80382.74,102115.59,0.30403265,0.0011865274,246.72926,0.52766377,12.499049,22.067019,0.39102998,0.003080953,22.991665,1.769513e-05
12-27-1972,0.3832452,-4.0706215,281.51245,-1.513857e-06,80077.13,102446.49,0.14495793,0.0006142296,245.51752,0.10433647,6.0238466,21.735046,-11.324478,0.13169128,26.772825,2.1381857e-05
12-28-1972,1.5800793,1.0989492,283.03162,-3.6969874e-07,80453.016,102243.55,0.2072019,0.00061009236,246.66771,0.4266646,6.2072,19.739208,-7.4128714,0.059123255,21.854372,0.0
12-29-1972,-2.68863,3.659771,288.8192,-1.028634e-06,80618.914,101921.08,0.47189108,0.0020227362,247.69391,0.9841001,20.273375,17.302107,4.71481,-0.036288988,21.415495,0.1119246
12-30-1972,-3.1666627,5.6778364,292.02832,8.918032e-07,80438.7,101500.69,0.51925874,0.0030324934,248.22818,0.998459,31.116974,18.935398,14.863618,-0.05884564,26.48415,2.2757227
12-31-1972,0.9783412,-1.2949282,288.73334,4.6965633e-06,80184.16,101420.305,0.49263093,0.0029398238,247.73372,0.8266726,34.41735,25.05247,11.637152,-0.19138795,29.012693,26.978523
01-01-1973,-2.342443,-5.288721,285.55035,1.8457218e-06,80570.36,101976.74,0.40735677,0.0020101303,247.60013,0.9851925,26.627657,21.143543,8.825717,-0.06648823,26.218243,1.4979686
01-02-1973,-3.8295038,-4.746979,282.86835,1.8349078e-06,80855.266,102187.03,0.52721083,0.002934453,247.33499,0.99679136,36.172604,18.99036,9.669702,-0.098153815,24.272705,14.143742
01-03-1973,-2.377409,2.5666592,288.85767,1.1084107e-06,80818.17,101684.55,0.4969605,0.0033495356,248.5528,0.89606893,38.459106,18.939983,15.715286,-0.05539828,26.509462,3.025005
01-04-1973,1.3032762,-0.93222535,288.1471,1.6656249e-07,80949.695,101927.63,0.38209856,0.0023797492,248.42206,0.83755744,28.179195,22.526257,9.073652,0.004225972,24.641357,0.22272064
01-05-1973,-2.3817077,-0.42909002,288.2906,-1.0140361e-06,81076.51,102018.38,0.3698731,0.0025898677,248.4066,0.5874372,30.906963,19.149696,6.2687817,0.0061439597,21.39873,0.16809517
01-06-1973,0.30200344,0.20384169,289.54395,-7.8741135e-07,81011.984,101776.16,0.44850534,0.0032290635,248.7477,0.99581736,36.383957,21.984955,4.2458377,-0.023765014,23.128578,2.6919866
01-07-1973,-3.4839964,-2.1193998,284.38022,7.1777555e-07,80853.805,101888.73,0.42150566,0.0027281945,248.24022,0.9643119,31.456345,21.307817,8.719337,-0.044268347,24.67343,4.0055995
01-08-1973,1.5588095,-4.4004965,282.03943,1.0804679e-06,80175.05,101837.086,0.47593623,0.0024456931,246.61911,0.98137355,28.688425,27.446224,11.824667,-0.017680826,31.352375,3.535608
01-09-1973,-0.7716591,-5.8770275,277.85324,3.9477727e-06,80034.08,102672.14,0.35369146,0.0010178206,244.2477,0.98145413,12.547928,27.159525,2.5513792,0.022108175,29.162815,0.012676878
01-10-1973,-2.1713314,-5.056304,276.5769,1.8295239e-06,79859.62,102549.55,0.5463245,0.0018585369,244.13849,1.0,24.58102,25.361137,7.019765,-0.10387544,28.657911,9.992704
01-11-1973,-2.1621552,-5.3172073,276.74463,-9.923589e-07,79321.61,102086.25,0.42351907,0.0016172017,244.12134,0.97265005,21.074423,27.813595,12.700214,-0.03978859,33.11296,3.9156637
01-12-1973,0.7401465,-6.1954646,275.17908,2.9641824e-06,78600.12,102411.53,0.3832381,0.0010733197,242.25089,0.8158787,13.896425,17.649807,8.117356,-0.013709151,24.445415,8.193687
01-13-1973,0.21424073,-2.7265143,275.72388,-2.8866707e-06,79197.34,102848.47,0.14651136,0.000400235,242.67276,0.01370357,4.3247986,22.049837,-4.3879056,0.13699451,24.447529,8.8745306e-05
01-14-1973,1.8632495,0.95069593,279.62256,-6.6640234e-07,79694.336,102871.39,0.16533814,0.0006948893,243.89468,0.018582096,7.8436413,25.708344,-4.00142,0.10526883,27.003408,0.0
01-15-1973,3.4779816,0.5534818,284.88077,-1.3410975e-07,80077.9,102652.47,0.2031183,0.0011023056,245.35857,0.3151864,11.769503,16.432758,-3.4451742,0.04678292,17.95982,0.0046375184
01-16-1973,0.25255024,-0.7407735,285.42633,5.491393e-07,80202.14,102641.43,0.1667425,0.0010058458,245.82578,0.22889848,10.750504,8.846429,-2.5988138,0.022782892,10.66008,0.0018640629
01-17-1973,-3.1736097,1.9641728,288.05954,8.256594e-07,80145.99,102452.95,0.27189717,0.0013619909,246.13927,0.84085464,14.140746,10.468867,4.457544,-0.040908746,14.814785,0.001889643
01-18-1973,-2.1843097,2.90104,289.23288,-2.2764782e-06,80029.37,101946.68,0.2954787,0.0021558115,247.10797,0.4902087,22.01512,15.159637,2.356347,-0.032382462,18.207445,0.18460456
01-19-1973,1.6218398,-0.111884356,289.45398,-2.0749599e-06,79997.47,101710.41,0.23790847,0.0016896855,247.44214,0.3456406,16.746702,22.540037,-6.0634823,0.03966695,24.669558,2.9688413
01-20-1973,-2.3456697,2.0888724,287.91638,-6.6312026e-07,80050.26,101469.63,0.2796786,0.0016121288,247.62326,0.37385064,15.986381,22.61288,4.038279,-0.033953752,25.039227,0.09069495
01-21-1973,-1.89175,5.940325,291.56802,4.324169e-06,79274.43,100339.37,0.43301174,0.0029899736,248.24966,0.8989871,32.582928,23.856808,19.259657,-0.236022,33.29562,24.322525
01-22-1973,4.055792,2.7822497,287.9544,4.7397943e-06,79208.23,100821.83,0.13481031,0.00092643354,247.50241,0.00499745,7.9972267,32.31381,15.676797,0.032292694,36.640896,0.36377072
01-23-1973,0.6907926,-1.0052176,286.95325,2.7391777e-06,79838.42,101724.516,0.22591187,0.0011432358,246.89236,0.15812942,12.096624,31.53603,12.096907,-0.015391498,34.435078,9.313228e-06
01-24-1973,-0.75048685,-3.6952958,284.84985,-9.77907e-07,80225.87,102171.11,0.24776362,0.0011024439,246.58751,0.15467377,13.097612,28.469927,5.8968406,0.0064129625,30.524288,0.0
01-25-1973,-4.5569086,-1.4177158,285.65747,1.281082e-06,80542.484,102104.06,0.33944395,0.0011663021,247.4335,0.84759533,14.244974,19.658466,5.844383,-0.047530353,25.380373,0.20856489
01-26-1973,0.76204276,3.0285459,287.40088,-1.9755065e-08,80190.08,101393.66,0.32270864,0.0021313927,248.16806,0.7520429,25.206108,23.40623,11.94729,-0.28540745,30.50833,23.702803
01-27-1973,1.0552282,-0.14292148,283.64493,1.2892166e-06,80242.12,101588.266,0.18560971,0.0010959507,247.85194,0.21600072,11.24947,26.285221,5.8063006,-0.005651695,28.055346,0.0
01-28-1973,3.1624665,-0.46460372,285.57297,1.208433e-07,79511.46,101415.336,0.26163986,0.0017450408,246.66992,0.69627535,19.09818,29.790651,12.553478,-0.020688392,33.911686,5.4907737
01-29-1973,4.305899,-5.732044,279.23352,-8.4040136e-07,78760.66,102381.81,0.19839217,0.0006744169,242.95395,0.6797519,7.3410687,23.745708,-7.535255,0.15444066,28.282166,0.016965296
01-30-1973,0.48101148,-0.4874522,279.13647,-1.6851277e-06,79458.16,102598.48,0.20534521,0.000516829,243.49911,0.33914107,5.70048,21.962664,-9.785221,0.08603658,24.853,9.313228e-06
01-31-1973,-1.7199898,3.8496113,286.2671,-9.420755e-07,79976.66,102093.22,0.38203675,0.0014088968,245.70485,0.9014737,13.073591,22.79379,-0.6460994,-0.032080617,26.796337,0.325158
02-01-1973,-2.2184393,5.941195,290.9641,-5.923984e-07,79755.555,101155.49,0.44946495,0.0027801318,247.42003,0.98226464,30.07959,25.39907,14.506109,-0.15644878,32.53239,12.994083
02-02-1973,5.022739,-1.017066,287.4514,4.4242324e-06,79860.52,101422.13,0.32260993,0.0016341754,247.0889,0.63949543,17.648415,31.718662,10.891804,0.014914345,34.59576,2.2785854
02-03-1973,4.850823,-2.7222943,284.7171,4.122044e-07,79999.77,102168.62,0.12488743,0.00063563127,246.10735,0.0,6.068172,32.90353,-6.0285234,0.1491656,35.51704,0.0
02-04-1973,0.53746283,-0.52548647,284.17667,-1.6570173e-06,80477.33,102595.984,0.13269861,0.0005978267,246.53256,0.12322753,6.323691,24.547771,-7.6606836,0.08402875,26.605839,0.0
02-05-1973,1.814676,2.9410658,287.55457,-2.2022587e-06,80509.34,102350.695,0.15705036,0.0010500122,247.24783,0.13718097,11.343432,23.13577,-5.5059423,0.01829381,24.600557,0.000106751955
02-06-1973,1.2954924,2.717114,289.81274,-2.5276918e-06,80452.02,102246.11,0.2901127,0.0019563432,247.23898,0.66828257,20.70173,24.088865,-4.669072,0.038451783,25.635576,0.094746955
02-07-1973,-0.07089424,2.3908641,290.04022,-2.35835e-06,80415.06,102251.85,0.4001308,0.00255801,246.84178,0.598027,28.296726,23.412514,-5.6832514,0.06787099,25.40077,0.1593042
02-08-1973,0.5791182,2.1842709,289.9173,-1.3864127e-07,79940.55,101563.59,0.49450195,0.0028936476,246.8223,0.91602886,31.63453,28.055351,2.9359357,-0.08218661,29.790874,3.654849
02-09-1973,-2.147913,-8.781497,276.698,6.685149e-06,79041.15,101669.7,0.55856085,0.002002413,243.72908,0.9999775,25.796553,22.797295,8.838744,-0.22177736,29.326702,25.639977
02-10-1973,1.4819474,-7.3196383,274.0798,1.1801785e-06,78163.76,102117.52,0.27779472,0.00063616317,241.89357,0.45789126,7.826348,16.236414,-6.2401667,0.06623786,22.109993,4.688072
02-11-1973,-0.49996763,-2.696769,277.17908,-1.0240988e-06,78779.76,102463.81,0.1513491,0.00035965664,242.50453,0.0013739885,3.6985812,22.606964,-13.581389,0.12421808,27.923542,0.0
02-12-1973,-2.6430788,1.5990884,282.0073,-3.9108514e-07,79426.66,102222.336,0.39254314,0.0010806429,244.33008,0.8187083,11.302769,28.556343,-4.688101,-0.008583885,31.098377,0.046299275
02-13-1973,-3.15682,3.6276088,288.19373,1.1172518e-06,79413.695,101772.06,0.3777967,0.0020727871,245.79446,0.88068205,23.147358,27.320278,3.09164,-0.054760974,30.660759,1.7292024
02-14-1973,2.011078,1.8227816,288.96704,1.4077735e-06,79422.02,101374.75,0.3715701,0.0023840745,246.75204,0.8893098,25.892403,27.75133,5.877769,-0.24579841,29.642641,29.164322
02-15-1973,2.743137,-4.131433,283.41934,1.2466372e-06,79607.39,102013.59,0.21246131,0.0010111617,246.0571,0.2443116,10.853932,28.139086,1.6224675,0.055743854,29.49353,0.034173686
02-16-1973,0.6233881,-4.923854,280.54565,-2.4471078e-06,79685.42,102648.46,0.20772618,0.00062640745,244.34033,0.11343567,6.6491117,32.476196,-3.8616245,0.13318779,34.761086,3.539026e-05
02-17-1973,-2.457437,-4.4995008,278.7367,2.1629921e-06,79721.67,102813.46,0.3832526,0.00091789017,243.46935,0.9685275,11.07126,29.530813,-1.2100608,0.014665471,31.909924,0.002861983
02-18-1973,-3.4787009,-1.9069861,279.65915,3.0841811e-06,79589.74,102464.3,0.45139223,0.0015362245,244.01085,0.93755084,19.93985,31.493288,2.974845,-0.05215885,33.535427,2.0334864
02-19-1973,-2.7576668,-1.1883072,284.94928,-1.1853988e-06,79914.125,102281.98,0.34207982,0.0015367455,245.43346,0.72088575,17.500584,32.836227,-0.69144475,0.02167693,34.291245,0.26839215
02-20-1973,0.7600194,-0.2720151,285.86545,-1.1754503e-06,80446.56,102534.625,0.35679907,0.0013927915,245.99008,0.7674315,14.880297,29.864574,-6.0826845,0.069104806,31.123251,0.012634841
02-21-1973,-0.8565061,-3.7334752,284.5101,-1.5137563e-06,80616.91,102748.664,0.38749975,0.0012456962,245.74562,0.74076796,13.642071,25.12476,-7.587491,0.06868637,27.931028,0.00072827784
02-22-1973,-1.213315,-3.0594327,283.56857,-2.7592853e-07,80135.28,102441.19,0.4031188,0.0012369758,245.34512,0.9196761,14.954043,24.281593,-4.3544335,0.043683514,26.902187,7.9749836e-05
02-23-1973,-0.3679545,-1.6655016,283.62225,2.8404747e-06,79331.96,101930.266,0.34596178,0.0015065982,244.70038,0.9697491,18.970947,25.537767,0.1569526,-0.05894313,26.31462,1.3203169
02-24-1973,-1.0001892,-0.36839274,284.57928,-9.074931e-08,79324.96,101992.92,0.27381063,0.0015293348,244.86696,0.5363255,17.952965,18.565657,1.5106571,-0.006427449,20.934511,0.341622
02-25-1973,0.4004652,-3.320488,286.31412,-1.4894008e-06,79624.234,102067.67,0.29321343,0.0017361639,245.18202,0.7048987,18.865705,19.810354,-3.2618082,-0.010777832,22.232662,9.609829
02-26-1973,0.90511215,-1.6532384,287.13397,6.042052e-07,79814.95,102226.195,0.26758832,0.0014273865,245.44923,0.120465025,14.614897,18.23975,0.45235437,0.023297397,19.180101,4.656614e-06
02-27-1973,1.0885065,-2.8273723,288.2606,-3.4236056e-08,79480.42,102203.19,0.23406969,0.0014167451,244.5973,0.28656662,14.504254,18.013363,-3.4089396,0.066827334,19.675947,0.0039923512
02-28-1973,-1.6788641,-2.887282,285.56934,-1.137946e-06,79473.45,102433.1,0.22580579,0.0010041865,243.9422,0.0936736,9.9715395,14.548323,-5.5630383,0.039570097,17.514103,4.656614e-06
03-01-1973,-2.9072814,2.149167,287.2932,-5.9054084e-08,79807.47,102347.65,0.29222298,0.0012529804,244.83852,0.6524317,12.059692,14.244513,0.024080826,-0.00062313216,17.826006,0.046512842
03-02-1973,-0.7750374,4.0062428,291.26532,4.5750605e-07,79698.62,101842.28,0.3301044,0.0023068255,246.10858,0.5936911,24.432083,19.92462,4.390257,-0.10742421,22.628365,1.7836561
03-03-1973,0.6493819,1.8797501,291.25943,1.5295999e-06,79805.516,101805.53,0.28002667,0.00193361,246.63654,0.8481004,18.49089,15.578121,1.7566788,-0.0043217214,16.253426,0.5240361
03-04-1973,-0.95077324,2.6934457,291.9336,-9.4125916e-08,79653.45,101501.836,0.39117715,0.002697512,246.65216,0.8097644,27.672466,18.456745,3.7193205,-0.034377065,20.330933,23.150768
03-05-1973,-1.4780138,1.7990549,291.24005,2.6051457e-06,79619.055,101405.05,0.4504183,0.0025455032,246.71832,0.8470603,25.791477,19.806019,4.580398,-0.16362558,22.147493,10.367409
03-06-1973,-3.9750981,4.58117,292.14435,3.0581118e-06,79788.125,101397.69,0.4464572,0.00277062,247.19891,0.90873176,30.068224,17.39719,7.9836297,-0.11228258,22.089125,13.083059
03-07-1973,-0.25438118,2.102336,293.5791,-8.4701634e-07,80045.234,101438.17,0.41514698,0.003093856,247.6828,0.9331442,34.03224,19.192173,4.9606934,-0.10759067,21.420227,15.437385
03-08-1973,-2.0830622,2.2400048,292.6106,1.632235e-06,80045.73,101478.14,0.4068119,0.0028942674,247.66656,0.84745306,30.950256,14.78218,4.101832,-0.13897155,17.974602,8.171928
03-09-1973,-3.719409,2.1476583,292.2347,-7.2518003e-07,80112.234,101435.05,0.38525432,0.0030710255,247.91121,0.71163744,33.114807,15.140365,3.5098257,-0.01045911,18.286556,10.700354
03-10-1973,-4.8947563,4.023738,294.12054,3.8990459e-07,80324.26,101258.9,0.46719164,0.0034800102,248.58548,0.95852137,37.40045,18.550007,9.1571,-0.055367902,25.217754,1.5365452
03-11-1973,-0.46442413,5.051008,294.62115,2.6776884e-06,80396.695,101222.71,0.5044456,0.0036460941,248.7811,0.9681053,41.70563,19.466099,17.282902,-0.299455,27.704021,35.01161
03-12-1973,-1.5946373,0.62706923,292.85934,-1.1163359e-06,80777.945,101825.28,0.25751722,0.002466346,248.75046,0.5555692,27.167759,14.698141,3.3368075,-0.005992045,16.411814,2.9970696
03-13-1973,-2.9982204,3.5488133,294.67538,-4.5298455e-07,80893.766,101689.484,0.3681596,0.0028802415,249.01123,0.8636278,29.711414,12.401554,2.2362442,0.0030379663,15.66401,0.9205102
03-14-1973,-2.371705,5.9789257,295.65048,1.7003774e-07,80562.23,101187.734,0.3875582,0.0029948833,249.27225,0.8385914,29.653076,17.45512,11.755646,-0.045742836,24.161314,0.34916714
03-15-1973,-1.5198146,6.2322974,296.25204,-5.6868186e-07,80589.54,101103.05,0.36762002,0.0032421462,249.76434,0.6471676,34.187794,20.82058,11.257639,-0.08556284,26.222237,0.2811405
03-16-1973,1.5410132,5.8963675,295.5028,-2.3163952e-06,80403.91,100724.37,0.39269945,0.0036750247,250.14348,0.93608916,39.23882,23.043406,14.936552,-0.19014771,29.123247,18.928787
03-17-1973,6.289338,-4.6431713,286.4522,9.929773e-07,79663.24,101687.05,0.1777109,0.00091862556,246.65944,0.24747875,8.9054365,30.264874,5.017678,0.18801662,34.243587,0.5702259
03-18-1973,1.8978423,-0.12953797,287.22998,-1.0382704e-06,79916.984,101964.66,0.14944318,0.00079880725,246.64926,0.08462093,8.41373,18.585207,-2.238931,0.06288227,19.729744,0.0
03-19-1973,-0.51005846,3.2898283,289.53702,-1.6596837e-06,79820.86,101642.71,0.2431809,0.0012915658,247.05103,0.25833768,11.725008,17.783464,-0.016047295,0.008710666,19.587996,0.0008506484
03-20-1973,1.0991282,3.542804,292.61615,1.5157905e-06,79740.08,101104.32,0.48343283,0.0029805915,247.79752,0.9979247,31.95107,26.940693,3.4743996,-0.06018474,28.752768,11.544031
03-21-1973,2.3513803,-3.809225,288.3766,-4.6336098e-08,79579.164,101312.836,0.27032614,0.0016170455,247.10411,0.21696621,16.487349,29.109955,0.7544985,0.07440065,30.294106,0.022597143
03-22-1973,-2.5930145,-1.8491552,287.7295,-3.7815866e-07,79927.79,101892.11,0.23536016,0.0010237457,246.39041,0.632275,9.632965,23.486254,0.4496797,0.056784175,25.74846,0.0
03-23-1973,-4.734518,1.6496129,288.86182,1.0820669e-06,80042.86,101927.164,0.26635286,0.0013027436,246.57666,0.56012905,14.610069,17.738522,2.8794131,0.00468273,21.227886,0.00027103952
03-24-1973,-7.1714945,2.9074008,291.3443,3.5519356e-06,80082.97,101322.58,0.5426549,0.0030177631,247.71574,0.9941776,35.16842,15.195387,6.639753,-0.17556916,22.552904,4.3588943
03-25-1973,2.8268685,3.9560137,291.6626,5.2377493e-07,79636.54,100316.09,0.2698129,0.0021566697,249.23166,0.30027294,21.730736,27.631817,11.858028,-0.3927825,32.317482,80.01495
03-26-1973,6.5429487,0.2413553,288.99527,3.2472758e-06,79220.016,100633.11,0.1841204,0.001330427,247.94913,0.23419073,12.809799,32.061363,3.1733098,0.08785078,32.98045,0.0003910203
03-27-1973,2.2309973,-1.9181961,286.8365,2.2466743e-06,79766.78,101352.7,0.29559952,0.0013351836,247.02289,0.6964705,13.388505,29.579042,-4.222501,0.12623644,30.70682,0.005317119
03-28-1973,-2.8765998,2.5204206,289.44287,1.8573085e-06,80030.32,101353.33,0.40460655,0.0021228078,247.94067,0.9035056,24.80187,27.910501,7.4458385,-0.11248386,30.563131,1.1246375
03-29-1973,-5.520188,-0.35767132,290.87555,2.2277302e-06,79969.17,101067.37,0.3798291,0.0026759428,248.43945,0.6764693,28.606705,27.180016,8.0810995,-0.09150776,31.822031,24.992086
03-30-1973,-4.1525626,0.28012955,293.13223,4.5058914e-07,80279.484,101008.09,0.46772152,0.0033449142,249.25911,0.96932316,34.65577,22.793303,10.202091,-0.058019362,27.968567,9.824585
03-31-1973,-0.07317391,4.028693,294.08063,1.0965482e-06,80150.68,100850.81,0.45528066,0.0032984638,249.2497,0.9494813,35.094376,23.379696,18.014832,-0.034630816,30.69874,20.392725
04-01-1973,3.8332717,0.18548405,292.19003,5.7054413e-06,79875.91,101038.2,0.1672851,0.0013577149,248.6087,0.0028055874,12.929384,30.093758,6.6700335,0.020103615,31.821146,7.273476e-05
04-02-1973,0.07350981,0.5603911,291.91815,1.2089881e-06,79898.47,101155.61,0.26409978,0.0014923356,248.08562,0.22303465,14.984132,29.88811,3.2737772,0.002865375,30.813936,9.313228e-06
04-03-1973,-2.4361315,1.3325814,293.23495,-8.220105e-07,79717.76,100520.24,0.4339822,0.0029702736,248.80656,0.975795,30.896133,28.452972,8.402545,-0.10644187,31.750118,13.753148
04-04-1973,4.3689322,-4.303398,289.34253,2.2383942e-06,79447.555,100740.34,0.32166928,0.0019384343,247.73723,0.7624477,19.095667,32.848736,10.972484,0.011417637,35.919933,0.6876674
04-05-1973,1.7750008,-3.0681396,285.95932,-3.556312e-07,79814.05,101862.85,0.25527984,0.0011227049,246.39105,0.16637109,11.360994,32.21859,10.873052,0.0620231,35.653973,0.0
04-06-1973,-1.0301778,0.5761747,288.01196,4.5935276e-06,80322.26,102046.34,0.41334555,0.0018190879,246.99579,0.8991424,21.51826,26.66681,12.727824,-0.07984007,30.954887,1.0051553
04-07-1973,-1.0963324,2.4483953,289.17517,6.4473593e-06,79872.414,100557.0,0.55961484,0.0033405314,248.81601,0.9990933,38.266445,22.389698,20.791124,-0.3572295,32.960697,82.69175
04-08-1973,1.7163756,-2.1478674,287.7035,-6.4760167e-07,79472.09,100969.375,0.18589407,0.001355252,247.59291,0.08342715,12.340877,24.658466,10.039405,0.07066585,28.602448,0.08241913
04-09-1973,4.4375052,-0.14817792,287.82626,-7.6704123e-07,79590.61,101427.59,0.20493232,0.0013619363,247.24886,0.17961667,13.911316,31.410366,16.152784,0.043695834,36.253452,0.14093132
04-10-1973,5.2901926,-2.8481154,284.82074,2.5521003e-06,79803.46,102391.414,0.14854747,0.0006624307,245.52124,0.009932778,6.6727524,35.73124,7.652222,0.15829022,38.521152,4.656614e-06
04-11-1973,0.58985245,-2.3547099,284.85904,9.992657e-07,80115.03,102588.52,0.19581056,0.0008340806,245.60402,0.0,9.699348,28.802734,0.42884555,0.078361616,30.14215,0.0
04-12-1973,1.452873,1.0201062,288.15643,1.3416561e-06,80006.664,102340.84,0.25606772,0.0013197935,245.98291,0.19539623,16.079128,26.969639,0.3119107,0.02989956,27.353964,0.0
04-13-1973,1.8877107,0.59593195,290.80032,-2.3138826e-07,80212.21,102239.47,0.24723038,0.0017165001,246.85814,0.037226237,19.746307,22.255033,-1.9395931,0.039666124,22.662022,1.5808944e-05
04-14-1973,-0.3172794,1.2942562,292.1818,-2.4869644e-07,80373.51,102314.54,0.24540989,0.0017756745,247.08511,0.09893348,20.293957,16.364475,-2.2100952,0.031076303,17.621166,0.00017739645
04-15-1973,-3.5891142,3.1507893,292.641,8.337763e-07,80560.32,102209.37,0.36264417,0.0020866168,247.52571,0.680197,23.55373,11.900857,-0.19695091,0.009416072,15.759199,0.00018763056
04-16-1973,-4.792304,5.381392,293.90607,-6.6723135e-07,80724.64,101971.53,0.49711412,0.0031611512,248.38016,0.7971271,35.524677,14.949103,4.2222705,-0.08996125,20.929094,2.0322998
04-17-1973,-5.40642,4.5361767,293.02188,4.154572e-06,80583.59,101783.03,0.57681406,0.0034873807,248.33005,0.98485136,39.220512,16.833883,7.534446,-0.25696456,22.981998,23.614893
04-18-1973,-1.7696464,7.089952,293.72287,-5.9066616e-07,80262.97,101242.79,0.4508162,0.003486284,248.84955,0.8957182,38.055668,19.297176,10.826179,-0.23573047,25.02421,33.759796
